"Date","Price","Open","High","Low","Vol.","Change %"
"10/23/2025","11,611.68","11,599.57","11,614.02","11,549.23","226.17M","0.22%"
"10/22/2025","11,585.90","11,542.22","11,618.28","11,492.03","244.61M","0.35%"
"10/21/2025","11,545.80","11,664.92","11,665.77","11,539.43","232.78M","-0.85%"
"10/20/2025","11,644.55","11,702.55","11,715.56","11,625.04","226.56M","-0.39%"
"10/19/2025","11,690.61","11,697.45","11,740.24","11,679.96","190.83M","-0.05%"
"10/16/2025","11,696.58","11,682.90","11,723.80","11,677.83","306.93M","0.12%"
"10/15/2025","11,682.23","11,603.44","11,682.23","11,601.13","345.57M","0.74%"
"10/14/2025","11,596.00","11,593.05","11,630.36","11,592.30","267.95M","0.04%"
"10/13/2025","11,591.69","11,529.84","11,607.45","11,521.37","282.85M","0.85%"
"10/12/2025","11,494.45","11,371.70","11,538.86","11,320.27","233.24M","-0.77%"
"10/09/2025","11,583.31","11,564.07","11,602.69","11,556.74","254.93M","0.21%"
"10/08/2025","11,559.27","11,581.97","11,607.66","11,543.03","619.40M","-0.21%"
"10/07/2025","11,583.23","11,615.73","11,619.84","11,540.97","305.66M","-0.19%"
"10/06/2025","11,605.20","11,534.51","11,645.14","11,533.71","307.74M","0.66%"
"10/05/2025","11,528.59","11,513.90","11,560.66","11,509.99","248.78M","0.29%"
"10/02/2025","11,495.72","11,540.68","11,557.76","11,480.62","322.14M","-0.29%"
"10/01/2025","11,529.36","11,514.19","11,563.03","11,493.26","356.95M","0.23%"
"09/30/2025","11,502.97","11,439.26","11,555.36","11,425.07","394.00M","0.60%"
"09/29/2025","11,434.18","11,230.43","11,438.05","11,213.66","350.81M","1.82%"
"09/28/2025","11,229.54","11,272.00","11,330.74","11,223.87","255.58M","-0.69%"
"09/25/2025","11,308.11","11,659.56","11,661.23","11,184.71","529.13M","-1.04%"
"09/24/2025","11,426.45","11,045.78","11,450.70","11,000.48","598.31M","5.06%"
"09/22/2025","10,876.42","10,802.27","10,879.03","10,777.73","261.25M","0.63%"
"09/21/2025","10,808.68","10,800.13","10,862.05","10,758.92","272.83M","0.26%"
"09/18/2025","10,780.69","10,667.36","10,780.69","10,629.54","607.40M","1.22%"
"09/17/2025","10,650.39","10,533.50","10,650.39","10,524.57","234.28M","1.25%"
"09/16/2025","10,518.73","10,429.59","10,518.73","10,406.69","242.71M","0.88%"
"09/15/2025","10,427.06","10,426.84","10,445.05","10,366.59","240.14M","-0.07%"
"09/14/2025","10,433.98","10,436.93","10,452.17","10,371.16","153.51M","-0.18%"
"09/11/2025","10,453.06","10,502.62","10,517.60","10,430.96","192.58M","-0.43%"
"09/10/2025","10,498.04","10,519.37","10,519.52","10,456.41","232.14M","-0.30%"
"09/09/2025","10,529.17","10,499.99","10,529.17","10,421.08","253.05M","0.31%"
"09/08/2025","10,497.05","10,593.44","10,608.23","10,486.17","260.53M","-0.91%"
"09/07/2025","10,593.97","10,664.75","10,674.53","10,587.01","126.57M","-0.58%"
"09/04/2025","10,655.61","10,620.39","10,663.92","10,616.62","153.19M","0.34%"
"09/03/2025","10,619.10","10,649.54","10,695.74","10,615.82","168.38M","-0.45%"
"09/02/2025","10,667.44","10,669.70","10,676.51","10,611.95","215.94M","-0.03%"
"09/01/2025","10,670.56","10,699.66","10,709.64","10,644.26","208.27M","-0.25%"
"08/31/2025","10,696.89","10,760.09","10,771.41","10,678.98","236.73M","-0.33%"
"08/28/2025","10,732.31","10,807.97","10,823.70","10,732.31","271.05M","-0.70%"
"08/27/2025","10,808.45","10,882.88","10,883.85","10,808.45","197.81M","-0.61%"
"08/26/2025","10,874.74","10,898.52","10,900.40","10,855.47","380.57M","-0.21%"
"08/25/2025","10,898.04","10,901.00","10,921.50","10,887.92","252.38M","-0.06%"
"08/24/2025","10,904.53","10,910.79","10,966.75","10,904.53","227.68M","0.35%"
"08/21/2025","10,866.83","10,868.41","10,889.57","10,860.17","288.87M","-0.10%"
"08/20/2025","10,878.07","10,855.41","10,910.45","10,844.54","196.58M","-0.03%"
"08/19/2025","10,881.71","10,878.35","10,896.89","10,851.25","256.70M","-0.04%"
"08/18/2025","10,885.58","10,897.08","10,902.52","10,847.07","216.53M","-0.11%"
"08/17/2025","10,897.39","10,831.56","10,898.46","10,831.26","190.65M","0.59%"
"08/14/2025","10,833.59","10,765.37","10,833.59","10,752.43","242.98M","0.65%"
"08/13/2025","10,763.45","10,779.44","10,815.21","10,745.82","233.22M","-0.06%"
"08/12/2025","10,769.66","10,783.28","10,804.45","10,747.92","234.47M","-0.20%"
"08/11/2025","10,791.64","10,886.91","10,887.59","10,791.64","266.74M","-0.99%"
"08/10/2025","10,899.11","10,924.68","10,929.29","10,887.72","234.51M","-0.29%"
"08/07/2025","10,930.30","10,932.41","10,938.56","10,911.86","272.46M","-0.15%"
"08/06/2025","10,946.74","10,922.17","10,949.54","10,909.56","357.67M","0.23%"
"08/05/2025","10,921.85","10,837.97","10,921.85","10,816.12","527.09M","0.76%"
"08/04/2025","10,839.45","10,796.48","10,839.45","10,725.34","447.00M","0.06%"
"08/03/2025","10,833.10","10,890.24","10,890.53","10,772.86","272.78M","-0.80%"
"07/31/2025","10,920.27","10,907.30","10,920.27","10,852.32","417.32M","0.05%"
"07/30/2025","10,914.38","10,818.94","10,914.38","10,779.11","677.61M","0.84%"
"07/29/2025","10,823.91","10,894.36","10,898.61","10,791.22","302.33M","-0.56%"
"07/28/2025","10,885.32","10,943.19","10,977.37","10,885.32","546.78M","-0.65%"
"07/27/2025","10,956.22","10,956.37","10,976.56","10,944.22","447.00M","0.10%"
"07/24/2025","10,945.80","10,996.53","11,013.18","10,921.20","535.59M","-0.35%"
"07/23/2025","10,983.93","10,844.31","10,983.93","10,831.35","564.79M","1.30%"
"07/22/2025","10,843.20","10,990.83","10,995.11","10,838.86","515.70M","-1.26%"
"07/21/2025","10,981.17","10,982.48","11,002.57","10,932.33","355.52M","0.15%"
"07/20/2025","10,964.71","11,020.94","11,085.43","10,958.75","324.41M","-0.38%"
"07/17/2025","11,006.98","11,033.02","11,042.01","10,977.62","255.76M","-0.29%"
"07/16/2025","11,038.74","11,090.01","11,130.87","11,030.82","217.45M","-0.51%"
"07/15/2025","11,095.41","11,200.65","11,209.19","11,068.23","273.45M","-1.05%"
"07/14/2025","11,213.59","11,255.01","11,257.42","11,166.87","238.49M","-0.35%"
"07/13/2025","11,252.90","11,279.13","11,310.16","11,229.80","254.67M","-0.21%"
"07/10/2025","11,276.91","11,271.68","11,306.07","11,256.21","290.62M","-0.01%"
"07/09/2025","11,277.73","11,291.56","11,297.93","11,238.45","347.34M","-0.14%"
"07/08/2025","11,294.07","11,334.89","11,351.90","11,275.79","466.70M","-0.45%"
"07/07/2025","11,345.46","11,320.59","11,370.44","11,299.97","415.21M","0.26%"
"07/06/2025","11,315.73","11,239.31","11,322.60","11,211.82","215.38M","0.63%"
"07/03/2025","11,244.45","11,142.68","11,244.45","11,135.62","310.46M","1.03%"
"07/02/2025","11,129.64","11,129.76","11,159.44","11,095.94","330.32M","0.07%"
"07/01/2025","11,121.60","11,188.26","11,198.88","11,104.69","292.54M","-0.38%"
"06/30/2025","11,163.96","11,204.25","11,227.32","11,163.96","300.74M","-0.35%"
"06/29/2025","11,202.64","11,105.54","11,202.64","11,094.65","250.46M","1.21%"
"06/26/2025","11,068.27","10,977.67","11,068.27","10,937.10","311.03M","0.86%"
"06/25/2025","10,973.98","10,999.50","11,011.49","10,914.80","292.44M","0.09%"
"06/24/2025","10,964.28","10,883.79","10,964.28","10,848.09","435.53M","2.37%"
"06/23/2025","10,710.24","10,587.63","10,712.18","10,587.09","229.46M","1.29%"
"06/22/2025","10,574.27","10,604.52","10,730.86","10,572.64","233.62M","-0.34%"
"06/19/2025","10,610.71","10,582.37","10,633.85","10,529.05","265.57M","0.18%"
"06/18/2025","10,591.13","10,675.71","10,678.74","10,572.48","229.93M","-1.15%"
"06/17/2025","10,713.82","10,859.93","10,876.03","10,713.82","250.80M","-1.41%"
"06/16/2025","10,867.04","10,755.90","10,925.78","10,753.83","260.49M","1.26%"
"06/15/2025","10,731.59","10,429.67","10,784.77","10,429.11","292.23M","-1.01%"
"06/12/2025","10,840.94","10,963.42","10,963.87","10,810.04","256.20M","-1.49%"
"06/11/2025","11,005.02","11,090.38","11,165.09","10,972.11","245.52M","0.00%"
"06/04/2025","11,004.53","10,861.08","11,005.48","10,858.48","183.27M","1.59%"
"06/03/2025","10,832.43","10,874.76","10,882.96","10,832.43","169.97M","-0.16%"
"06/02/2025","10,850.09","10,846.12","10,883.26","10,816.80","174.31M","0.23%"
"06/01/2025","10,825.27","11,005.79","11,009.74","10,792.03","151.08M","-1.50%"
"05/29/2025","10,990.41","11,097.28","11,107.76","10,970.78","338.83M","-0.56%"
"05/28/2025","11,052.76","10,943.50","11,082.57","10,936.84","174.26M","1.17%"
"05/27/2025","10,925.18","11,081.99","11,086.65","10,893.06","209.22M","-1.36%"
"05/26/2025","11,075.96","11,035.34","11,075.96","10,946.94","202.02M","0.69%"
"05/25/2025","10,999.78","11,201.26","11,207.76","10,999.78","144.13M","-1.69%"
"05/22/2025","11,188.74","11,270.28","11,273.65","11,179.16","201.94M","-1.02%"
"05/21/2025","11,303.68","11,421.01","11,449.26","11,303.68","182.19M","-1.18%"
"05/20/2025","11,438.18","11,397.58","11,457.64","11,371.53","196.39M","0.29%"
"05/19/2025","11,405.28","11,433.95","11,445.91","11,370.73","240.13M","-0.29%"
"05/18/2025","11,438.94","11,492.40","11,516.39","11,430.76","158.12M","-0.40%"
"05/15/2025","11,485.05","11,527.22","11,545.52","11,458.38","234.71M","-0.41%"
"05/14/2025","11,532.00","11,529.17","11,551.32","11,486.76","272.06M","0.00%"
"05/13/2025","11,532.27","11,528.37","11,532.27","11,477.71","235.72M","0.38%"
"05/12/2025","11,488.60","11,388.06","11,519.46","11,388.06","315.24M","1.25%"
"05/11/2025","11,346.59","11,401.81","11,426.74","11,334.40","159.36M","-0.15%"
"05/08/2025","11,364.11","11,437.00","11,454.94","11,334.48","199.82M","-0.30%"
"05/07/2025","11,398.74","11,430.17","11,459.78","11,389.05","211.69M","-0.31%"
"05/06/2025","11,434.08","11,429.35","11,480.78","11,396.20","221.64M","0.10%"
"05/05/2025","11,422.95","11,392.23","11,454.02","11,313.80","263.47M","0.10%"
"05/04/2025","11,411.50","11,546.32","11,564.68","11,411.50","193.18M","-1.14%"
"05/01/2025","11,543.67","11,664.17","11,668.19","11,504.18","242.92M","-1.10%"
"04/30/2025","11,671.58","11,749.35","11,765.96","11,653.28","298.35M","-0.64%"
"04/29/2025","11,746.20","11,792.48","11,809.40","11,745.84","333.76M","-0.33%"
"04/28/2025","11,784.63","11,769.96","11,796.17","11,738.30","382.68M","0.24%"
"04/27/2025","11,756.21","11,790.35","11,800.71","11,748.10","297.94M","-0.07%"
"04/24/2025","11,764.39","11,694.05","11,774.72","11,684.14","398.03M","0.71%"
"04/23/2025","11,681.11","11,667.62","11,714.41","11,656.56","294.55M","0.82%"
"04/22/2025","11,586.40","11,554.50","11,606.53","11,523.83","230.20M","0.33%"
"04/21/2025","11,548.66","11,633.71","11,642.16","11,543.17","167.91M","-0.67%"
"04/20/2025","11,626.60","11,574.75","11,636.32","11,574.20","187.03M","0.64%"
"04/17/2025","11,552.98","11,595.23","11,609.96","11,543.28","290.05M","-0.70%"
"04/16/2025","11,634.42","11,606.90","11,637.21","11,559.49","342.02M","0.15%"
"04/15/2025","11,616.81","11,618.78","11,641.59","11,595.01","340.59M","0.17%"
"04/14/2025","11,597.35","11,605.77","11,608.87","11,559.22","399.25M","0.04%"
"04/13/2025","11,592.52","11,565.59","11,616.98","11,558.99","276.82M","0.78%"
"04/10/2025","11,502.54","11,603.81","11,605.09","11,415.39","429.47M","3.66%"
"04/09/2025","11,096.65","11,272.86","11,367.01","11,066.73","353.15M","-1.82%"
"04/08/2025","11,302.76","11,393.87","11,533.11","11,302.76","495.72M","0.97%"
"04/07/2025","11,194.02","10,847.73","11,225.20","10,657.20","587.92M","1.05%"
"04/06/2025","11,077.19","11,277.81","11,348.99","11,077.19","450.17M","-6.78%"
"04/03/2025","11,882.65","11,866.36","12,007.26","11,836.96","280.47M","-1.18%"
"03/27/2025","12,025.05","11,972.79","12,075.11","11,970.15","251.28M","0.46%"
"03/26/2025","11,970.19","11,727.88","11,970.19","11,727.88","290.19M","2.26%"
"03/25/2025","11,706.21","11,790.27","11,798.88","11,706.21","264.23M","-0.61%"
"03/24/2025","11,778.08","11,711.67","11,778.08","11,669.54","174.58M","0.71%"
"03/23/2025","11,694.77","11,753.94","11,782.83","11,694.74","142.48M","-0.56%"
"03/20/2025","11,760.32","11,719.11","11,763.81","11,681.86","229.08M","0.43%"
"03/19/2025","11,709.43","11,784.39","11,787.46","11,665.67","201.55M","-0.70%"
"03/18/2025","11,792.40","11,872.23","11,880.89","11,761.22","261.09M","-0.76%"
"03/17/2025","11,883.04","11,882.62","11,937.46","11,849.83","236.43M","0.25%"
"03/16/2025","11,853.78","11,736.82","11,881.35","11,714.65","213.78M","1.09%"
"03/13/2025","11,725.88","11,706.36","11,757.82","11,684.94","270.51M","0.18%"
"03/12/2025","11,704.93","11,737.30","11,750.21","11,659.30","334.54M","-0.11%"
"03/11/2025","11,717.96","11,671.89","11,728.90","11,535.39","399.47M","-0.24%"
"03/10/2025","11,745.63","11,843.21","11,849.35","11,724.71","259.44M","-0.77%"
"03/09/2025","11,836.52","11,803.62","11,854.14","11,718.01","189.15M","0.22%"
"03/06/2025","11,811.11","11,890.83","11,907.03","11,686.74","256.32M","-0.74%"
"03/05/2025","11,898.86","11,939.97","11,981.76","11,870.66","215.24M","-0.28%"
"03/04/2025","11,931.70","12,092.60","12,111.71","11,920.93","252.51M","-1.58%"
"03/03/2025","12,123.81","12,042.53","12,146.35","12,007.66","257.26M","0.73%"
"03/02/2025","12,035.45","12,124.25","12,149.92","12,006.09","201.37M","-0.63%"
"02/27/2025","12,111.90","12,228.12","12,232.41","12,111.90","303.20M","-0.99%"
"02/26/2025","12,232.65","12,300.91","12,315.84","12,199.92","216.69M","-0.56%"
"02/25/2025","12,301.23","12,313.67","12,321.87","12,208.93","219.52M","-0.15%"
"02/24/2025","12,319.46","12,374.42","12,430.20","12,310.89","255.12M","-0.55%"
"02/20/2025","12,388.15","12,309.32","12,388.15","12,301.62","272.34M","0.57%"
"02/19/2025","12,317.59","12,318.67","12,348.16","12,288.12","236.66M","-0.13%"
"02/18/2025","12,333.67","12,279.94","12,336.62","12,262.92","231.10M","0.55%"
"02/17/2025","12,266.46","12,360.97","12,366.01","12,238.51","219.70M","-0.85%"
"02/16/2025","12,372.07","12,386.49","12,450.62","12,362.71","175.55M","-0.10%"
"02/13/2025","12,385.00","12,371.81","12,392.05","12,351.05","232.18M","-0.01%"
"02/12/2025","12,385.70","12,415.58","12,424.70","12,363.32","292.29M","-0.31%"
"02/11/2025","12,424.32","12,470.01","12,470.18","12,415.72","314.92M","-0.38%"
"02/10/2025","12,471.72","12,451.00","12,481.93","12,443.81","277.27M","0.02%"
"02/09/2025","12,469.14","12,438.81","12,480.65","12,425.90","227.83M","0.29%"
"02/06/2025","12,433.58","12,408.15","12,438.15","12,381.47","290.57M","0.15%"
"02/05/2025","12,414.40","12,419.36","12,452.10","12,403.85","315.56M","-0.16%"
"02/04/2025","12,433.93","12,371.85","12,433.93","12,356.88","369.51M","0.46%"
"02/03/2025","12,377.03","12,395.57","12,395.63","12,315.29","272.19M","-0.26%"
"02/02/2025","12,409.87","12,427.41","12,448.67","12,392.43","237.61M","-0.05%"
"01/30/2025","12,415.49","12,450.28","12,453.35","12,401.27","274.40M","-0.19%"
"01/29/2025","12,439.48","12,479.81","12,536.28","12,384.40","326.59M","0.15%"
"01/28/2025","12,420.64","12,391.18","12,478.15","12,383.92","355.07M","0.39%"
"01/27/2025","12,372.89","12,388.31","12,439.82","12,372.89","455.28M","-0.11%"
"01/26/2025","12,386.16","12,366.74","12,427.35","12,355.28","719.84M","0.26%"
"01/23/2025","12,354.04","12,368.25","12,392.79","12,330.86","252.30M","-0.07%"
"01/22/2025","12,362.39","12,376.38","12,434.54","12,362.39","346.10M","-0.06%"
"01/21/2025","12,369.63","12,393.37","12,402.10","12,341.84","293.39M","-0.08%"
"01/20/2025","12,379.54","12,336.51","12,398.84","12,335.44","278.76M","0.39%"
"01/19/2025","12,331.87","12,264.38","12,346.82","12,259.31","370.54M","0.62%"
"01/16/2025","12,256.06","12,236.52","12,262.80","12,219.49","326.47M","0.36%"
"01/15/2025","12,212.24","12,187.23","12,222.56","12,169.44","331.26M","0.32%"
"01/14/2025","12,172.75","12,123.60","12,172.75","12,109.64","375.84M","0.52%"
"01/13/2025","12,109.94","12,134.58","12,171.07","12,101.45","242.32M","-0.14%"
"01/12/2025","12,126.97","12,118.94","12,143.56","12,108.03","218.65M","0.24%"
"01/09/2025","12,097.75","12,094.05","12,121.42","12,041.35","358.74M","0.07%"
"01/08/2025","12,088.74","12,107.64","12,143.25","12,076.51","535.56M","-0.20%"
"01/07/2025","12,113.29","12,112.12","12,161.91","12,091.86","384.44M","0.07%"
"01/06/2025","12,104.69","12,076.44","12,129.02","12,069.49","401.48M","0.29%"
"01/05/2025","12,069.82","12,101.88","12,106.05","12,048.19","254.92M","-0.27%"
"01/02/2025","12,102.55","12,087.94","12,120.49","12,069.71","287.05M","0.21%"
"01/01/2025","12,077.31","12,053.18","12,083.08","12,042.15","240.08M","0.34%"
"12/31/2024","12,036.50","12,031.30","12,082.05","12,016.30","335.18M","0.30%"
"12/30/2024","12,000.92","11,896.83","12,015.16","11,896.83","392.73M","0.91%"
"12/29/2024","11,892.75","11,859.28","11,909.77","11,843.97","339.26M","0.28%"
"12/26/2024","11,859.47","11,893.84","11,913.72","11,859.47","457.45M","-0.28%"
"12/25/2024","11,892.32","11,919.91","11,934.79","11,882.57","949.97M","-0.18%"
"12/24/2024","11,913.95","11,956.26","11,974.87","11,907.46","744.85M","-0.29%"
"12/23/2024","11,948.79","11,858.72","11,948.79","11,835.98","194.54M","0.84%"
"12/22/2024","11,849.37","11,898.73","11,980.03","11,848.12","171.30M","-0.36%"
"12/19/2024","11,892.44","11,889.69","11,918.56","11,835.15","476.75M","-0.57%"
"12/18/2024","11,961.05","11,951.51","11,972.05","11,896.59","358.55M","0.10%"
"12/17/2024","11,948.72","12,094.12","12,094.24","11,948.72","245.54M","-1.22%"
"12/16/2024","12,096.73","12,048.74","12,096.73","12,046.31","320.25M","0.31%"
"12/15/2024","12,059.53","12,108.98","12,146.34","12,059.03","443.08M","-0.33%"
"12/12/2024","12,099.33","12,169.97","12,211.17","12,099.33","373.92M","-0.41%"
"12/11/2024","12,149.19","12,215.13","12,219.15","12,149.19","620.16M","-0.36%"
"12/10/2024","12,193.64","12,108.67","12,202.31","12,106.86","572.99M","0.80%"
"12/09/2024","12,097.40","11,986.99","12,107.83","11,966.28","586.26M","1.19%"
"12/08/2024","11,955.24","11,938.99","11,998.62","11,933.79","870.83M","0.20%"
"12/05/2024","11,931.85","11,892.82","11,935.96","11,882.35","410.31M","0.38%"
"12/04/2024","11,886.86","11,825.59","11,886.86","11,775.12","334.52M","0.60%"
"12/03/2024","11,815.93","11,734.58","11,815.93","11,725.44","365.39M","0.65%"
"12/02/2024","11,739.35","11,748.48","11,753.99","11,681.55","351.57M","-0.02%"
"12/01/2024","11,741.74","11,681.41","11,757.72","11,671.73","313.35M","0.86%"
"11/28/2024","11,641.31","11,615.83","11,657.28","11,589.30","376.94M","0.44%"
"11/27/2024","11,590.79","11,742.51","11,782.26","11,590.79","648.89M","-1.24%"
"11/26/2024","11,736.07","11,797.79","11,812.46","11,723.31","362.75M","-0.44%"
"11/25/2024","11,787.72","11,865.65","11,870.52","11,787.72","637.82M","-0.65%"
"11/24/2024","11,864.90","11,860.98","11,926.87","11,851.25","593.83M","0.21%"
"11/21/2024","11,840.52","11,864.56","11,875.03","11,817.84","691.44M","-0.23%"
"11/20/2024","11,867.92","11,884.60","11,918.22","11,843.11","421.81M","-0.07%"
"11/19/2024","11,875.91","11,846.74","11,906.61","11,830.76","635.97M","0.38%"
"11/18/2024","11,830.38","11,826.71","11,850.34","11,770.55","445.48M","0.16%"
"11/17/2024","11,811.98","11,754.27","11,854.26","11,747.52","516.84M","0.18%"
"11/14/2024","11,791.18","11,915.52","11,941.89","11,791.18","504.40M","-1.17%"
"11/13/2024","11,930.45","12,032.10","12,041.18","11,923.45","365.70M","-0.97%"
"11/12/2024","12,047.67","12,104.52","12,143.44","12,047.67","478.29M","-0.49%"
"11/11/2024","12,106.41","12,107.46","12,162.28","12,063.05","938.85M","0.03%"
"11/10/2024","12,103.16","12,132.28","12,175.69","12,071.81","525.60M","-0.23%"
"11/07/2024","12,130.83","12,126.67","12,158.65","12,115.93","1.23B","0.31%"
"11/06/2024","12,093.35","12,054.41","12,161.37","12,044.37","981.17M","0.65%"
"11/05/2024","12,014.94","12,028.14","12,055.58","11,943.11","984.95M","-0.20%"
"11/04/2024","12,039.31","12,058.17","12,059.34","11,960.05","647.06M","-0.07%"
"11/03/2024","12,048.26","12,045.34","12,076.85","12,038.88","458.94M","0.22%"
"10/31/2024","12,022.11","12,024.18","12,066.43","12,003.56","555.83M","0.03%"
"10/30/2024","12,018.81","12,059.82","12,075.66","12,010.28","571.99M","-0.36%"
